,OFFER,RETAILER,BRAND,BRAND_BELONGS_TO_CATEGORY,RECEIPTS,CATEGORY_ID,PRODUCT_CATEGORY,IS_CHILD_CATEGORY_TO
750,Any Pavilions receipt,PAVILIONS,PAVILIONS,Cooking & Baking,15,,,
751,Back to the Roots Grow Kits at Walmart or The Home Depot,WALMART,BACK TO THE ROOTS,Packaged Meals & Sides,146,,,
752,Any Safeway receipt,SAFEWAY,SAFEWAY,Candy,529,c99c5725-4d9b-404a-8438-5cf1dc4f12c3,Gum,Candy
753,"Welch's® Fruit Snacks, select varieties, 6 count+",,WELCHS FRUIT SNACKS,Fruit & Vegetable Snacks,7934,,,
754,Back to the Roots Grow Hydroponic Grow Kit OR Refill Bundle at Walmart,WALMART,BACK TO THE ROOTS,Packaged Meals & Sides,146,,,
755,"Ben & Jerry's Wake & No Bake Cookie Dough Ice Cream, 16 ounce",,BEN AND JERRYS,Frozen Desserts,18085,,,
756,"ORBIT®, select varieties",,ORBIT,Gum,7268,,,
757,"GATORADE® Fast Twitch®, 12-ounce single serve, buy 2 at Kroger",FOOD4LESS,GATORADE,Sports Drinks,34829,,,
758,"GATORADE® Fast Twitch®, 12-ounce single serve, buy 2 at Kroger",FOOD4LESS,GATORADE,Medicines & Treatments,25275,,,
759,"GATORADE® Fast Twitch®, 12-ounce single serve, buy 2 at Kroger",FOOD4LESS,GATORADE,Meal Replacement Beverages,289,,,
760,"Butterball, select varieties, spend $10 at Pick 'n Save OR Metro Market",PICK N SAVE,BUTTERBALL,Nut Butters & Jam,2107,,,
761,"Butterball, select varieties, spend $10 at Pick 'n Save OR Metro Market",PICK N SAVE,BUTTERBALL,Frozen Turkey,388,,,
762,Hellmann's | Best Foods Vegan Dressing or Spread,,HELLMANNS BEST FOODS,Condiments,7427,,,
763,Hellmann's | Best Foods Vegan Dressing or Spread,,HELLMANNS BEST FOODS,Sauces & Marinades,49,,,
764,Hellmann's | Best Foods Vegan Dressing or Spread,,HELLMANNS BEST FOODS,Dressings,12,,,
765,"Rao's®, Pasta OR Sauce, spend $10",,RAO'S,Sauces & Marinades,2382,,,
766,"Rao's®, Pasta OR Sauce, spend $10",,RAO'S,Dry Pasta,512,,,
767,"Rao's®, Pasta OR Sauce, spend $10",,RAO'S,Frozen Meals,498,,,
768,"Rao's®, Pasta OR Sauce, spend $10",,RAO'S,Alfredo & White Pasta Sauce,276,,,
769,"Rao's®, Pasta OR Sauce, spend $10",,RAO'S,Red Pasta Sauce,167,,,
770,"Rao's®, Pasta OR Sauce, spend $10",,RAO'S,Pasta & Noodles,113,e8d9c191-47c0-46eb-affd-34b08a44ebbc,Dry Pasta,Pasta & Noodles
771,"Rao's®, Pasta OR Sauce, spend $10",,RAO'S,Pasta & Noodles,113,111bf216-d1df-4251-98b2-7bfa441d1bc0,Fresh Pasta,Pasta & Noodles
772,"Rao's®, Pasta OR Sauce, spend $10",,RAO'S,Frozen Pizza & Pizza Snacks,53,,,
773,L'Oreal Paris True Match Foundation at Target,TARGET,LOREAL PARIS COSMETICS,Makeup,2124,,,
774,"Sara Lee® or Alfaros® Artesano bread, spend $20",,ALFAROS,Bakery,783,,,
775,"Sara Lee® or Alfaros® Artesano bread, spend $20",,ALFAROS,Bread,583,,,
776,Spend $220 at Albertsons,ALBERTSONS,ALBERTSONS,Candy,150,c99c5725-4d9b-404a-8438-5cf1dc4f12c3,Gum,Candy
777,"Perfect Keto Super Reds, online at Amazon",AMAZON,PERFECT KETO,Medicines & Treatments,171,,,
778,"Perfect Keto Super Reds, online at Amazon",AMAZON,PERFECT KETO,Nuts & Seeds,26,,,
779,The Rustik Oven® bread,,RUSTIK OVEN,Bread,292,,,
780,Gorton's at select retailers,WALMART,GORTONS,Frozen Seafood,122,,,
781,Gorton's at select retailers,WALMART,GORTONS,Jerky & Dried Meat,14,,,
782,Gorton's at select retailers,WALMART,GORTONS,Frozen Meals,13,,,
783,"Back to the Roots Seeds, at Walmart",WALMART,BACK TO THE ROOTS,Packaged Meals & Sides,146,,,
784,Nature Valley™ Protein Granola,,NATURE VALLEY,Nuts & Seeds,4455,,,
785,Nature Valley™ Protein Granola,,NATURE VALLEY,Crackers,3637,,,
786,Nature Valley™ Protein Granola,,NATURE VALLEY,Nut Butters & Jam,2532,,,
787,Nature Valley™ Protein Granola,,NATURE VALLEY,Cookies,1979,,,
788,Nature Valley™ Protein Granola,,NATURE VALLEY,Candy,1524,c99c5725-4d9b-404a-8438-5cf1dc4f12c3,Gum,Candy
789,Nature Valley™ Protein Granola,,NATURE VALLEY,"Cereal, Granola, & Toaster Pastries",684,,,
790,Nature Valley™ Protein Granola,,NATURE VALLEY,Dips & Salsa,440,,,
791,Nature Valley™ Protein Granola,,NATURE VALLEY,Trail Mix,370,,,
792,Nature Valley™ Protein Granola,,NATURE VALLEY,Fruit & Vegetable Snacks,332,,,
793,Nature Valley™ Protein Granola,,NATURE VALLEY,Chips,105,,,
794,Brita® Pitcher OR Dispenser,,BRITA,Water,24,,,
795,Brita® Pitcher OR Dispenser,,BRITA,Household Supplies,20,a55443a3-8852-4b1c-818b-10046614496c,Household Cleaning Supplies,Household Supplies
796,Brita® Pitcher OR Dispenser,,BRITA,Household Supplies,20,87b8ae7a-5a8b-43f1-a4ee-a1fdb3bc068c,Household Supplies,Household Supplies
797,Brita® Pitcher OR Dispenser,,BRITA,Household Supplies,20,dc7b8939-091d-43c0-bd23-454be9e4995a,Pest Control,Household Supplies
798,Brita® Pitcher OR Dispenser,,BRITA,Household Supplies,20,5d4a0ce8-cc6b-4b18-bf36-d35026ec60ec,Food Storage,Household Supplies
799,Brita® Pitcher OR Dispenser,,BRITA,Household Supplies,20,1f782a22-5092-48ab-907c-847bf2fd4468,Laundry Supplies,Household Supplies
800,Spend $30 at CVS,CVS,CVS,Medicines & Treatments,39210,,,
801,Spend $30 at CVS,CVS,CVS,Fruit Juices,75,,,
802,Spend $30 at CVS,CVS,CVS,Cooking & Baking,45,,,
803,Spend $30 at CVS,CVS,CVS,Skin Care,44,,,
804,"Back to the Roots Organic Kits and Planters, at Target",TARGET,BACK TO THE ROOTS,Packaged Meals & Sides,146,,,
805,"Sir Kensington's® Condiments, buy 2",,SIR KENSINGTONS,Condiments,954,,,
806,"Sir Kensington's® Condiments, buy 2",,SIR KENSINGTONS,Sauces & Marinades,87,,,
807,"Sir Kensington's® Condiments, buy 2",,SIR KENSINGTONS,Dressings,22,,,
808,"Perfect Keto Exogenous Ketones Powder, online at Amazon",AMAZON,PERFECT KETO,Medicines & Treatments,171,,,
809,"Perfect Keto Exogenous Ketones Powder, online at Amazon",AMAZON,PERFECT KETO,Nuts & Seeds,26,,,
810,Select Beverages AND Prepared Food Item at Casey's,CASEYS GENERAL STORE,CASEYS GENERAL STORE,Cooking & Baking,58,,,
811,Select Beverages AND Prepared Food Item at Casey's,CASEYS GENERAL STORE,CASEYS GENERAL STORE,Frozen Pizza & Pizza Snacks,42,,,
812,"Back to the Roots Potting Mix, 1 cubic foot, at Lowe's Home Improvement",LOWES HOME IMPROVEMENT,BACK TO THE ROOTS,Packaged Meals & Sides,146,,,
813,"Barilla® pasta, select varieties, buy 2",,BARILLA,Dry Pasta,25852,,,
814,"Barilla® pasta, select varieties, buy 2",,BARILLA,Chips,5816,,,
815,"Barilla® pasta, select varieties, buy 2",,BARILLA,Red Pasta Sauce,581,,,
816,"Barilla® pasta, select varieties, buy 2",,BARILLA,Pesto Sauce,525,,,
817,Any Star Market receipt,STAR MARKET,STAR MARKET,Cooking & Baking,35,,,
818,"Squirrel, The Bedside Perch, online at Amazon",AMAZON,SQUIRREL,,,,,
819,"Fresh Bakery items, select varieties, at Casey's",CASEYS GENERAL STORE,CASEYS GENERAL STORE,Cooking & Baking,58,,,
820,"Fresh Bakery items, select varieties, at Casey's",CASEYS GENERAL STORE,CASEYS GENERAL STORE,Frozen Pizza & Pizza Snacks,42,,,
821,Ben & Jerry's® Churray For Churros™ Ice Cream,,BEN AND JERRYS,Frozen Desserts,18085,,,
822,Sir Kensington's® Condiments,,SIR KENSINGTONS,Condiments,954,,,
823,Sir Kensington's® Condiments,,SIR KENSINGTONS,Sauces & Marinades,87,,,
824,Sir Kensington's® Condiments,,SIR KENSINGTONS,Dressings,22,,,
825,"Dove Hand Wash, select varieties at Target",TARGET,DOVE,Bath & Body,15821,,,
826,"Dove Hand Wash, select varieties at Target",TARGET,DOVE,Deodorant & Antiperspirant,4648,,,
827,"Dove Hand Wash, select varieties at Target",TARGET,DOVE,Hair Care,1635,,,
828,"Dove Hand Wash, select varieties at Target",TARGET,DOVE,Makeup,13,,,
829,Spend $15 at Burger King,BURGER KING,BURGER KING,Cooking & Baking,272,,,
830,Cameron’s Coffee EcoPods,,CAMERON'S COFFEE,Coffee,393,,,
831,L'Oréal Paris True Match Foundation at Target,TARGET,LOREAL PARIS COSMETICS,Makeup,2124,,,
832,"Sara Lee® Delightful bread, buy 2",,SARA LEE,Bread,18136,,,
833,"Sara Lee® Delightful bread, buy 2",,SARA LEE,Cheese,1028,,,
834,"Sara Lee® Delightful bread, buy 2",,SARA LEE,Bakery,916,,,
835,"Sara Lee® Delightful bread, buy 2",,SARA LEE,"Cereal, Granola, & Toaster Pastries",28,,,
836,"Sara Lee® Delightful bread, buy 2",,SARA LEE,Frozen Desserts,26,,,
837,"Welch's® Juicefuls® Juicy Fruit Snacks, buy 2",,WELCHS FRUIT SNACKS,Fruit & Vegetable Snacks,7934,,,
838,Spend $35 at Subway,SUBWAY,SUBWAY,Cooking & Baking,762,,,
839,"Dixon® Safety Carpenter Pencil, 10 count, at Lowe’s®",LOWES HOME IMPROVEMENT,DIXON,Cooking & Baking,6752,,,
840,"Dixon® Safety Carpenter Pencil, 10 count, at Lowe’s®",LOWES HOME IMPROVEMENT,DIXON,Makeup,1043,,,
841,Spend $115 at Safeway,SAFEWAY,SAFEWAY,Candy,529,c99c5725-4d9b-404a-8438-5cf1dc4f12c3,Gum,Candy
842,"Breyers Reese's Ice Cream, select varieties, at GIANT OR MARTIN’S",MARTINS FOODS,BREYERS,Frozen Desserts,16732,,,
843,"Breyers Reese's Ice Cream, select varieties, at GIANT OR MARTIN’S",MARTINS FOODS,BREYERS,Frozen Breads & Doughs,1678,,,
844,Shop 2 times at Randalls,RANDALLS,RANDALLS,,,,,
845,"Jack Link's®, select varieties",,JACK LINKS,Jerky & Dried Meat,1614,,,
846,"Persil® ProClean®, select varieties, at Walmart",WALMART,PERSIL,,,,,
847,"Back to the Roots Organic 3-In-1 Seed Starting Mix 12 quart, at Walmart or Target",TARGET,BACK TO THE ROOTS,Packaged Meals & Sides,146,,,
848,"STARBURST®, select varieties",,STARBURST,Candy,11713,c99c5725-4d9b-404a-8438-5cf1dc4f12c3,Gum,Candy
849,"STARBURST®, select varieties",,STARBURST,Fruit & Vegetable Snacks,486,,,
850,"STARBURST®, select varieties",,STARBURST,Gum,81,,,
851,"Super Coffee, 12 ounce single serve",,SUPER COFFEE,Coffee,1232,,,
852,Spend $90 at Safeway,SAFEWAY,SAFEWAY,Candy,529,c99c5725-4d9b-404a-8438-5cf1dc4f12c3,Gum,Candy
853,Spend $5 on brisket mac & cheese sandwich OR other single-serve prepared food item,CASEYS GENERAL STORE,CASEYS GENERAL STORE,Cooking & Baking,58,,,
854,Spend $5 on brisket mac & cheese sandwich OR other single-serve prepared food item,CASEYS GENERAL STORE,CASEYS GENERAL STORE,Frozen Pizza & Pizza Snacks,42,,,
855,Spend $50 at Chewy.com,CHEWY,CHEWY,,,,,
856,Simply Organic Seasoning Mixes OR Spices,,SIMPLY ORGANIC,Cooking & Baking,1440,,,
857,Simply Organic Seasoning Mixes OR Spices,,SIMPLY ORGANIC,Sauces & Marinades,413,,,
858,Spend $10 at KFC,KFC,KFC,,,,,
859,Sargento Product,,SARGENTO,Cheese,22912,,,
860,Thomas'® Bagel Thins,,THOMAS,Bread,26490,,,
861,Thomas'® Bagel Thins,,THOMAS,Frozen Breakfast,258,,,
862,Thomas'® Bagel Thins,,THOMAS,Bakery,24,,,
863,Spend $270 at Pavilions,PAVILIONS,PAVILIONS,Cooking & Baking,15,,,
864,"Back to the Roots Soils, select varieties, at Walmart",WALMART,BACK TO THE ROOTS,Packaged Meals & Sides,146,,,
